year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,inflation_rate,avg_wage_index,poverty_rate
2025,Colorado,6.06,21179.2,3274.1,,,,,,,,,
2026,Colorado,6.112,22611.2,3510.9,,,,,,,,,
1970,Connecticut,3.032,779.9,171.5,170.4,,3.5,,1.6,38.8,5.8,6186.24,17.6
1971,Connecticut,3.04,903.9,312.4,193.7,,3.75,,1.6,40.5,4.3,6497.08,15.5
1972,Connecticut,3.0469999999999997,1021.1,379.9,199.2,,4.0,,1.85,41.8,3.3,7133.8,15.2
1973,Connecticut,3.055,1047.7,265.0,208.7,,4.25,,1.85,44.4,6.2,7580.16,14.4
1974,Connecticut,3.062,1101.0,250.7,228.1,,4.5,,1.85,49.3,11.1,8030.76,13.1
1975,Connecticut,3.07,1186.5,379.0,268.4,,4.75,,1.85,53.8,9.1,8630.92,12.9
1976,Connecticut,3.077,1249.0,692.8,273.2,9.2,5.0,,2.21,56.9,5.7,9226.48,12.4
1977,Connecticut,3.085,1381.6,906.6,282.3,7.0,5.1,,2.21,60.6,6.5,9779.44,11.0
1978,Connecticut,3.092,1476.5,819.6,315.0,5.3,5.2,,2.21,65.2,7.6,10556.03,10.9
1979,Connecticut,3.1,1585.1,828.1,414.2,5.1,5.3,,2.91,72.6,11.3,11479.46,10.9
1980,Connecticut,3.108,1749.3,935.6,412.5,5.7,5.2,,3.12,82.4,13.5,12513.46,10.8
1981,Connecticut,3.125,1883.9,1075.7,448.1,6.2,5.1444,,3.37,90.9,10.3,13773.1,11.3
1982,Connecticut,3.1430000000000002,1996.7,1202.9,399.5,6.9,5.0889,,3.37,96.5,6.1,14531.34,12.0
1983,Connecticut,3.16,2147.0,1315.3,375.0,6.0,5.0333,,3.37,99.6,3.2,15239.24,11.2
1984,Connecticut,3.178,2210.1,1335.4,393.8,4.7,4.9778,67.8,3.37,103.9,4.3,16135.07,10.8
1985,Connecticut,3.196,2403.2,1392.6,402.0,4.4,4.9222,69.0,3.37,107.6,3.5,16822.51,10.8
1986,Connecticut,3.214,2438.6,1516.6,425.8,3.8,4.8667,68.1,3.37,109.6,1.9,17321.82,9.6
1987,Connecticut,3.2319999999999998,2924.2,1627.7,419.0,3.1,4.8111,67.0,3.37,113.6,3.7,18426.51,8.7
1988,Connecticut,3.25,3356.3,1769.5,455.4,2.9,4.7556,66.5,3.75,118.3,4.1,19334.04,8.8
1989,Connecticut,3.2689999999999997,3877.5,2090.0,511.8,3.6,4.7,66.4,3.75,124.0,4.8,20099.55,9.1
1990,Connecticut,3.287,4163.2,2497.7,553.7,4.9,4.7,67.9,3.75,130.7,5.4,21027.98,8.9
1991,Connecticut,3.299,4431.0,3084.5,539.7,6.5,4.6429,65.5,4.25,136.2,4.2,21811.6,10.1
1992,Connecticut,3.31,4917.5,2197.0,495.3,7.3,4.5857,66.1,4.27,140.3,3.0,22935.42,12.0
1993,Connecticut,3.322,4829.4,2329.3,456.2,6.5,4.5286,64.5,4.27,144.5,3.0,23132.67,12.4
1994,Connecticut,3.3339999999999996,4994.6,2361.9,455.5,5.6,4.4714,63.8,4.27,148.2,2.6,23753.53,13.4
1995,Connecticut,3.346,5154.3,2348.6,405.9,5.3,4.4143,68.2,4.27,152.4,2.8,24705.66,13.9
1996,Connecticut,3.358,5432.0,1990.0,412.0,5.2,4.3571,69.0,4.27,156.9,2.9,25913.9,13.7
1997,Connecticut,3.37,5512.4,1877.5,390.9,4.7,4.3,68.1,4.77,160.5,2.3,27426.0,12.7
1998,Connecticut,3.3819999999999997,5564.0,1771.7,366.3,3.2,4.2,69.3,5.18,163.0,1.6,28861.44,12.5
1999,Connecticut,3.3939999999999997,6320.7,1780.2,345.6,2.5,4.1,69.1,5.18,166.6,2.2,30469.84,11.5
2000,Connecticut,3.412,6832.9,1769.5,324.7,2.1,4.0,70.0,6.15,172.2,3.4,32154.82,11.3
2001,Connecticut,3.428,7607.4,1949.2,334.6,2.9,4.0,71.8,6.4,177.1,2.8,32921.92,11.1
2002,Connecticut,3.448,7987.9,2106.9,312.5,4.4,3.9,71.5,6.7,179.9,1.6,33252.09,11.1
2003,Connecticut,3.468,8772.7,2565.9,316.8,5.5,3.8,73.0,6.9,184.0,2.3,34064.95,11.2
2004,Connecticut,3.475,8879.7,2571.5,289.0,5.1,3.7,71.7,7.1,188.9,2.7,35648.55,11.5
2005,Connecticut,3.477,9289.1,2400.7,272.6,4.8,3.6,70.5,7.1,195.3,3.4,36952.94,11.7
2006,Connecticut,3.485,10083.5,2456.4,299.7,4.4,3.7,71.1,7.4,201.6,3.2,38651.41,11.7
2007,Connecticut,3.489,10827.6,2609.9,301.1,4.5,3.6,70.3,7.65,207.342,2.9,40405.48,11.5
2008,Connecticut,3.503,11290.7,2749.4,306.7,5.6,3.5,70.7,7.65,215.303,3.8,41334.97,11.4
2009,Connecticut,3.5180000000000002,11857.0,3402.6,300.9,8.3,3.5,70.5,8.0,214.537,-0.4,40711.61,11.3
2010,Connecticut,3.5789999999999997,11725.5,4733.4,282.0,9.6,3.6,70.8,8.25,218.05599999999998,1.6,41673.83,11.3
2011,Connecticut,3.589,11821.3,4607.5,275.7,9.0,3.6,70.6,8.25,224.93900000000002,3.2,42979.61,11.6
2012,Connecticut,3.595,11983.7,3855.0,283.5,8.4,3.4,68.8,8.25,229.59400000000002,2.1,44321.67,11.8
2013,Connecticut,3.596,12133.5,3533.8,262.2,8.0,3.3,68.5,8.25,232.957,1.5,44888.16,12.0
2014,Connecticut,3.596,12725.5,3440.7,238.5,6.6,3.2,67.4,8.7,236.736,1.6,46481.52,11.7
2015,Connecticut,3.589,13247.9,2829.3,221.4,5.6,3.1,66.5,9.15,237.017,0.1,48098.63,
2016,Connecticut,3.58,13812.8,2935.8,227.7,4.8,3.01,64.2,9.6,240.007,1.3,48642.15,
2017,Connecticut,3.575,13647.3,2801.9,229.2,4.4,2.9,66.1,10.1,245.12,2.1,50321.89,
2018,Connecticut,3.575,13758.5,2663.1,209.6,3.9,2.9,65.3,10.1,251.107,2.4,52145.8,
2019,Connecticut,3.5660000000000003,15247.4,2746.9,183.6,3.6,2.7,64.3,11.0,255.657,1.8,54099.99,
2020,Connecticut,3.557,16498.0,2767.0,,7.9,,66.9,11.0,258.66,1.2,54640.99,
2021,Connecticut,3.548,17622.6,2798.7,,,,,,,4.8,,
2022,Connecticut,3.5389999999999997,18631.0,2852.8,,,,,,,,,
2023,Connecticut,3.53,19513.0,2935.4,,,,,,,,,
2024,Connecticut,3.5210000000000004,20265.7,3047.9,,,,,,,,,
2025,Connecticut,3.512,20899.8,3189.0,,,,,,,,,
2026,Connecticut,3.503,21440.0,3354.2,,,,,,,,,
1970,Delaware,0.5479999999999999,195.0,18.4,327.5,,3.5,,1.3,38.8,5.8,6186.24,
1971,Delaware,0.5529999999999999,245.8,28.4,369.2,,3.75,,1.3,40.5,4.3,6497.08,
1972,Delaware,0.557,259.6,30.0,386.0,,4.0,,1.6,41.8,3.3,7133.8,
1973,Delaware,0.562,290.3,28.9,350.0,,4.25,,1.6,44.4,6.2,7580.16,
1974,Delaware,0.5660000000000001,292.0,34.8,443.1,,4.5,,1.6,49.3,11.1,8030.76,
1975,Delaware,0.5710000000000001,318.1,58.0,392.1,,4.75,,1.6,53.8,9.1,8630.92,
1976,Delaware,0.575,329.6,82.0,321.6,8.5,5.0,,2.2,56.9,5.7,9226.48,11.3
1977,Delaware,0.58,348.0,140.2,382.1,8.2,5.1,,2.2,60.6,6.5,9779.44,10.8
1978,Delaware,0.585,360.5,131.1,440.7,7.1,5.2,,2.2,65.2,7.6,10556.03,12.2
1979,Delaware,0.59,380.8,131.9,537.3,7.0,5.3,,2.9,72.6,11.3,11479.46,13.9
1980,Delaware,0.594,438.7,159.0,474.8,7.5,5.2,,3.1,82.4,13.5,12513.46,14.8
1981,Delaware,0.601,451.7,203.0,509.0,7.8,5.1444,,3.35,90.9,10.3,13773.1,15.6
1982,Delaware,0.608,474.1,186.6,559.8,8.4,5.0889,,3.35,96.5,6.1,14531.34,16.3
1983,Delaware,0.615,523.8,140.3,453.1,7.9,5.0333,,3.35,99.6,3.2,15239.24,16.9
1984,Delaware,0.622,587.5,182.1,435.7,6.2,4.9778,70.4,3.35,103.9,4.3,16135.07,16.8
1985,Delaware,0.629,640.8,178.1,433.3,5.1,4.9222,70.3,3.35,107.6,3.5,16822.51,15.9
1986,Delaware,0.636,706.4,215.3,427.0,4.2,4.8667,71.0,3.35,109.6,1.9,17321.82,15.6
1987,Delaware,0.644,745.9,218.9,430.7,3.0,4.8111,71.1,3.35,113.6,3.7,18426.51,15.0
1988,Delaware,0.6509999999999999,809.7,219.1,451.7,3.0,4.7556,70.1,3.35,118.3,4.1,19334.04,13.9
1989,Delaware,0.659,884.2,293.8,556.5,3.3,4.7,68.7,3.35,124.0,4.8,20099.55,12.7
1990,Delaware,0.6659999999999999,961.4,334.7,655.2,4.4,4.7,67.7,3.35,130.7,5.4,21027.98,12.7
1991,Delaware,0.677,1020.3,390.5,714.3,5.9,4.6429,70.2,3.8,136.2,4.2,21811.6,13.3
1992,Delaware,0.688,1099.2,298.4,621.2,5.2,4.5857,73.8,4.25,140.3,3.0,22935.42,13.2
1993,Delaware,0.6990000000000001,1168.8,316.0,685.9,4.9,4.5286,74.1,4.25,144.5,3.0,23132.67,12.9
1994,Delaware,0.711,1226.7,324.2,644.3,4.7,4.4714,70.5,4.25,148.2,2.6,23753.53,12.9
1995,Delaware,0.723,1303.9,376.8,725.0,4.3,4.4143,71.7,4.25,152.4,2.8,24705.66,12.8
1996,Delaware,0.7340000000000001,1374.6,403.1,668.3,5.0,4.3571,71.5,4.65,156.9,2.9,25913.9,12.1
1997,Delaware,0.746,1501.6,413.3,785.9,4.0,4.3,69.2,5.0,160.5,2.3,27426.0,12.1
1998,Delaware,0.759,1519.7,369.2,762.4,3.5,4.2,71.0,5.15,163.0,1.6,28861.44,11.9
1999,Delaware,0.7709999999999999,1627.1,346.5,734.4,3.3,4.1,71.6,5.15,166.6,2.2,30469.84,11.1
2000,Delaware,0.7859999999999999,1735.7,343.5,684.4,3.6,4.0,72.0,5.65,172.2,3.4,32154.82,11.2
2001,Delaware,0.795,1792.7,437.2,611.1,3.6,4.0,75.4,6.15,177.1,2.8,32921.92,10.6
2002,Delaware,0.804,1958.8,470.3,600.0,4.3,3.9,75.6,6.15,179.9,1.6,33252.09,10.2
2003,Delaware,0.815,2072.6,535.5,675.3,4.5,3.8,77.2,6.15,184.0,2.3,34064.95,10.0
2004,Delaware,0.8270000000000001,2215.3,496.8,615.0,4.3,3.7,77.3,6.15,188.9,2.7,35648.55,10.8
2005,Delaware,0.84,2456.2,513.2,633.4,4.5,3.6,75.8,6.15,195.3,3.4,36952.94,11.0
2006,Delaware,0.853,2675.7,557.1,701.0,3.9,3.7,76.8,6.15,201.6,3.2,38651.41,11.6
2007,Delaware,0.865,2754.1,599.1,705.4,3.6,3.6,76.8,6.65,207.342,2.9,40405.48,12.1
2008,Delaware,0.8759999999999999,2916.6,609.3,708.6,5.0,3.5,76.2,7.15,215.303,3.8,41334.97,12.5
2009,Delaware,0.885,2986.9,690.0,645.4,8.4,3.5,76.5,7.15,214.537,-0.4,40711.61,12.9
2010,Delaware,0.9,3031.0,892.9,623.3,8.7,3.6,74.7,7.25,218.05599999999998,1.6,41673.83,13.2
2011,Delaware,0.9079999999999999,3169.7,831.3,566.4,7.6,3.6,74.2,7.25,224.93900000000002,3.2,42979.61,13.3
2012,Delaware,0.9159999999999999,3379.4,729.8,550.5,7.1,3.4,73.4,7.25,229.59400000000002,2.1,44321.67,12.9
2013,Delaware,0.924,3530.0,697.9,500.7,6.6,3.3,74.1,7.25,232.957,1.5,44888.16,12.6
2014,Delaware,0.9329999999999999,3587.0,683.8,488.1,5.6,3.2,74.3,7.75,236.736,1.6,46481.52,12.0
2015,Delaware,0.9420000000000001,3659.6,631.0,504.2,4.8,3.1,73.3,8.25,237.017,0.1,48098.63,
2016,Delaware,0.95,3729.0,663.0,510.0,4.5,3.01,73.0,8.25,240.007,1.3,48642.15,
2017,Delaware,0.958,4040.3,633.4,457.3,4.4,2.9,70.0,8.25,245.12,2.1,50321.89,
2018,Delaware,0.9670000000000001,3946.5,605.3,422.5,3.7,2.9,70.8,8.25,251.107,2.4,52145.8,
2019,Delaware,0.977,4195.5,594.9,422.6,3.7,2.7,73.1,9.25,255.657,1.8,54099.99,
2020,Delaware,0.987,4368.2,589.2,,7.8,,77.9,9.25,258.66,1.2,54640.99,
2021,Delaware,0.997,4533.5,587.3,,,,,,,4.8,,
2022,Delaware,1.0070000000000001,4705.9,592.8,,,,,,,,,
2023,Delaware,1.018,4889.3,607.5,,,,,,,,,
2024,Delaware,1.028,5084.3,631.7,,,,,,,,,
2025,Delaware,1.0390000000000001,5290.2,664.8,,,,,,,,,
2026,Delaware,1.05,5506.1,705.5,,,,,,,,,
1970,District of Columbia,0.757,197.7,106.8,,,3.5,,1.6,38.8,5.8,6186.24,
1971,District of Columbia,0.7440000000000001,226.0,115.9,,,3.75,,1.6,40.5,4.3,6497.08,
1972,District of Columbia,0.731,257.1,243.0,,,4.0,,1.6,41.8,3.3,7133.8,
1973,District of Columbia,0.7190000000000001,252.2,224.3,,,4.25,,1.6,44.4,6.2,7580.16,
1974,District of Columbia,0.7070000000000001,269.3,233.1,,,4.5,,1.6,49.3,11.1,8030.76,
1975,District of Columbia,0.695,332.5,302.3,,,4.75,,1.6,53.8,9.1,8630.92,
1976,District of Columbia,0.6829999999999999,330.4,395.4,,8.7,5.0,,2.25,56.9,5.7,9226.48,
1977,District of Columbia,0.672,344.5,388.5,,8.6,5.1,,2.25,60.6,6.5,9779.44,
1978,District of Columbia,0.66,335.0,389.9,,7.8,5.2,,2.25,65.2,7.6,10556.03,
1979,District of Columbia,0.649,369.4,470.8,,6.9,5.3,,2.9,72.6,11.3,11479.46,
1980,District of Columbia,0.638,393.6,505.8,,7.4,5.2,,3.1,82.4,13.5,12513.46,
1981,District of Columbia,0.635,369.8,530.6,,8.7,5.1444,,3.35,90.9,10.3,13773.1,
1982,District of Columbia,0.632,404.7,715.6,,10.3,5.0889,,3.35,96.5,6.1,14531.34,
1983,District of Columbia,0.629,441.5,600.1,,10.9,5.0333,,3.35,99.6,3.2,15239.24,
1984,District of Columbia,0.626,476.7,621.9,,8.8,4.9778,37.3,3.35,103.9,4.3,16135.07,
1985,District of Columbia,0.622,488.6,717.3,,8.0,4.9222,37.4,3.35,107.6,3.5,16822.51,
1986,District of Columbia,0.619,517.4,763.6,1505.3,7.4,4.8667,34.6,3.35,109.6,1.9,17321.82,
1987,District of Columbia,0.616,583.9,828.1,1610.3,6.2,4.8111,35.8,3.35,113.6,3.7,18426.51,
